INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
Форма банка (без печати работодателя),Ремонт,0,0.55,женский,1,0,высшее,специалист,>250,0.0,74.0,28.0,Торговля,ООО,женат / замужем,4.0,1.0,1.0,1.0,1.0,0.0469208211,1.0,1.0,1.0,1.0,0.2608695652,6.0,17.0,325.0,23.0,3.0,1.0,1.0,71.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.35,мужской,1,0,среднее-специальное,вспомогательный персонал,>250,1.0,14.0,46.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,3.0,72.0,3.0,0.0,0.0,48.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,0,0.55,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,<50,0.0,9.0,25.0,Торговля,ООО,холост / не замужем,8.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,2.0,98.0,5.0,3.0,0.0,27.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка земли,1,0.47,женский,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,15.0,29.0,Торговля,ООО,женат / замужем,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5714285714,4.0,3.0,127.0,7.0,2.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,0,0.4,мужской,2,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,16.0,44.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0782122905,1.0,1.0,0.0,0.0,0.3333333333,2.0,4.0,165.0,6.0,1.0,2.0,4.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.39,женский,1,0,среднее-специальное,вспомогательный персонал,>250,0.0,48.0,39.0,Торговля,ООО,гражданский брак,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.49,женский,1,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,10.0,27.0,Торговля,ООО,женат / замужем,2.0,2.0,0.0,0.0,0.0,0.1111111111,0.0,1.0,1.0,1.0,0.5,1.0,1.0,16.0,2.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.48,мужской,1,0,высшее,менеджер среднего звена,>250,1.0,41.0,41.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2222222222,2.0,7.0,106.0,9.0,1.0,6.0,7.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Другое,1,0.59,мужской,1,0,высшее,специалист,>250,0.0,81.0,31.0,Информационные технологии,ООО,женат / замужем,3.0,3.0,2.0,2.0,0.0,0.095890411,1.0,0.0,0.0,0.0,0.4166666667,5.0,7.0,132.0,12.0,3.0,4.0,6.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.54,мужской,1,0,высшее,специалист,>250,0.0,63.0,30.0,Другое,ООО,разведен / разведена,5.0,3.0,1.0,0.0,0.0,0.2945205479,0.0,0.0,0.0,0.0,0.1111111111,1.0,8.0,103.0,9.0,1.0,0.0,18.0,95.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.46,женский,0,0,высшее,вспомогательный персонал,>250,0.0,18.0,44.0,Информационные технологии,ООО,разведен / разведена,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка мебели,1,0.25,женский,0,0,высшее,специалист,<50,0.0,84.0,26.0,Другое,Государственное предприятие,холост / не замужем,3.0,2.0,2.0,1.0,0.0,0.0131578947,0.0,1.0,1.0,1.0,0.2142857143,3.0,11.0,75.0,14.0,2.0,1.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.13,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,97.0,39.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.58,женский,1,0,среднее-специальное,специалист,>250,1.0,12.0,42.0,Торговля,ЗАО,женат / замужем,3.0,3.0,2.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.6,3.0,2.0,49.0,5.0,3.0,0.0,16.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.26,женский,2,0,высшее,специалист,>250,0.0,137.0,39.0,Другое,ОАО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0816326531,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,90.0,7.0,0.0,0.0,8.0,107.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.4,мужской,0,0,среднее,специалист,<50,0.0,6.0,28.0,Информационные технологии,ООО,холост / не замужем,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.28,женский,0,0,высшее,специалист,>250,1.0,38.0,28.0,Информационные технологии,ООО,холост / не замужем,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.35,мужской,0,0,высшее,менеджер среднего звена,>250,0.0,62.0,33.0,Информационные технологии,ООО,разведен / разведена,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.375,3.0,5.0,168.0,8.0,2.0,2.0,9.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.48,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,34.0,37.0,Другое,ОАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0340136054,0.0,0.0,0.0,0.0,0.5714285714,4.0,3.0,142.0,7.0,2.0,2.0,18.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.25,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,<50,0.0,33.0,29.0,Информационные технологии,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,3.0,0.0,0.0,30.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка мебели,1,0.59,женский,0,0,высшее,специалист,>250,0.0,68.0,32.0,Торговля,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0966767372,1.0,0.0,0.0,0.0,0.3,3.0,7.0,299.0,10.0,1.0,0.0,24.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.08,женский,0,0,высшее,менеджер среднего звена,>250,0.0,138.0,36.0,Торговля,ООО,разведен / разведена,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,46.0,1.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.43,женский,0,0,высшее,специалист,>250,0.0,225.0,49.0,Информационные технологии,ОАО,холост / не замужем,1.0,1.0,1.0,0.0,0.0,0.0224719101,0.0,0.0,0.0,0.0,0.4,4.0,6.0,174.0,10.0,2.0,2.0,14.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.11,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,61.0,31.0,Другое,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.23,1.0,0.0,0.0,0.0,0.4444444444,4.0,5.0,77.0,9.0,3.0,3.0,8.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.41,мужской,0,0,среднее-специальное,менеджер среднего звена,>250,1.0,59.0,25.0,Торговля,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.3650793651,0.0,0.0,0.0,0.0,0.5,2.0,2.0,40.0,4.0,0.0,2.0,9.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.46,женский,1,0,высшее,менеджер среднего звена,>250,0.0,135.0,34.0,Торговля,ЗАО,женат / замужем,2.0,2.0,0.0,0.0,0.0,0.0062893082,0.0,1.0,1.0,1.0,0.3333333333,3.0,6.0,158.0,9.0,1.0,1.0,1.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.31,мужской,3,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,0.0,34.0,35.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,5.0,5.0,132.0,10.0,2.0,1.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.44,мужской,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,39.0,48.0,Торговля,ЗАО,женат / замужем,2.0,2.0,2.0,2.0,2.0,0.0394736842,0.0,1.0,0.0,0.0,0.25,1.0,3.0,73.0,4.0,1.0,2.0,3.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.41,женский,1,0,высшее,специалист,>250,2.0,120.0,34.0,Другое,Государственное предприятие,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,48.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.59,женский,1,0,среднее-специальное,специалист,>250,2.0,34.0,35.0,Торговля,ЗАО,разведен / разведена,2.0,2.0,1.0,1.0,1.0,0.0294117647,0.0,0.0,0.0,0.0,0.1,1.0,9.0,66.0,10.0,0.0,0.0,20.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Другое,1,0.34,мужской,1,0,незаконченное высшее,специалист,>250,0.0,48.0,47.0,Другое,ЗАО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0428571429,1.0,2.0,0.0,0.0,0.8333333333,5.0,1.0,67.0,6.0,2.0,1.0,2.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.57,женский,0,0,высшее,вспомогательный персонал,>250,0.0,39.0,34.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0294117647,0.0,0.0,0.0,0.0,1.0,2.0,0.0,33.0,2.0,2.0,0.0,10.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.42,женский,1,0,высшее,специалист,>250,1.0,18.0,32.0,Другое,ООО,разведен / разведена,0.0,0.0,0.0,0.0,0.0,0.0303030303,0.0,1.0,0.0,0.0,0.25,1.0,3.0,32.0,4.0,0.0,3.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.28,женский,1,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,62.0,29.0,Другое,Государственное предприятие,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0588235294,0.0,2.0,0.0,0.0,0.4,2.0,3.0,48.0,5.0,1.0,1.0,5.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,0,0.54,женский,2,0,высшее,вспомогательный персонал,<50,0.0,70.0,35.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0696202532,1.0,1.0,0.0,0.0,0.2,3.0,12.0,147.0,15.0,0.0,2.0,3.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.5,мужской,1,0,высшее,специалист,>250,0.0,6.0,30.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0275229358,1.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,106.0,6.0,1.0,2.0,16.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.5,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,32.0,31.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,3.0,2.0,150.0,5.0,2.0,0.0,20.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1,0.49,мужской,0,0,высшее,торговый представитель,>250,0.0,47.0,29.0,Торговля,ОАО,женат / замужем,2.0,2.0,2.0,2.0,2.0,0.0714285714,0.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,65.0,6.0,1.0,0.0,7.0,84.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.29,женский,2,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,6.0,40.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0764705882,1.0,1.0,0.0,0.0,0.6,3.0,2.0,157.0,5.0,2.0,2.0,5.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.31,женский,0,0,высшее,вспомогательный персонал,>250,0.0,18.0,48.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,57.0,3.0,1.0,0.0,40.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Обучение,1,0.58,женский,1,0,незаконченное высшее,менеджер среднего звена,>250,2.0,17.0,34.0,Торговля,ООО,повторный брак,0.0,0.0,0.0,0.0,0.0,0.0619469027,0.0,1.0,0.0,0.0,0.4444444444,4.0,5.0,106.0,9.0,3.0,1.0,3.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.46,женский,0,0,среднее,рабочий,>250,0.0,29.0,35.0,Другое,ОАО,холост / не замужем,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666667,2.0,1.0,16.0,3.0,1.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.47,женский,0,0,высшее,специалист,<50,0.0,11.0,30.0,Торговля,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0363636364,0.0,0.0,0.0,0.0,1.0,2.0,0.0,53.0,2.0,0.0,0.0,10.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Лечение,1,0.17,мужской,2,0,среднее-специальное,вспомогательный персонал,>250,0.0,35.0,37.0,Другое,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,1.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.54,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,<50,0.0,43.0,31.0,Другое,ООО,женат / замужем,4.0,4.0,3.0,3.0,3.0,0.0609756098,0.0,1.0,1.0,1.0,0.75,6.0,2.0,154.0,8.0,1.0,0.0,0.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.48,мужской,0,0,высшее,рабочий,>250,0.0,222.0,49.0,Другое,ЗАО,женат / замужем,1.0,1.0,1.0,0.0,0.0,0.0483870968,0.0,0.0,0.0,0.0,0.0,0.0,4.0,59.0,4.0,0.0,0.0,72.0,98.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Поступление зарплаты на счет,Другое,1,0.49,женский,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,101.0,47.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,1.0,50.0,4.0,1.0,0.0,16.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.31,женский,0,0,высшее,менеджер среднего звена,>250,0.0,129.0,31.0,Информационные технологии,ООО,женат / замужем,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,3.0,2.0,186.0,5.0,1.0,0.0,37.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.28,женский,0,0,среднее,рабочий,>250,0.0,41.0,34.0,Торговля,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.3333333333,2.0,4.0,47.0,6.0,2.0,0.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.31,женский,0,0,высшее,специалист,>250,0.0,49.0,45.0,Торговля,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666667,2.0,1.0,24.0,3.0,1.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.29,женский,3,0,среднее-специальное,вспомогательный персонал,>250,0.0,88.0,32.0,Другое,ОАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.8114754098,0.0,0.0,0.0,0.0,0.6,5.0,0.0,23.0,5.0,2.0,0.0,12.0,78.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.36,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,75.0,45.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.064516129,1.0,0.0,0.0,0.0,0.25,1.0,3.0,145.0,4.0,0.0,3.0,32.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.28,мужской,0,0,высшее,рабочий,>250,0.0,32.0,27.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
